ERROR: system: AutoSpawner is already defined in that package
INFO: MineTweaker: Building registry
INFO: MineTweaker: Sucessfully built item registry
INFO: Adding command minetweaker
INFO: Adding minetweaker command mfr
<AdvancedMachines:blockAdvMachine>, §6Роторный дробитель
<ImmersiveEngineering:metal>, Медный слиток
<ImmersiveEngineering:metalDecoration>, Стальной забор
<ImmersiveEngineering:metalDecoration2>, Aluminium Sheet Metal Block
<ImmersiveEngineering:metalDevice>, Низковольтный коннектор
<ImmersiveEngineering:metalDevice2>, Выключатель
<ImmersiveEngineering:metalMultiblock>, Основание громоотвода
<ImmersiveEngineering:mold>, Metal Press Mold: Plate
<ImmersiveEngineering:ore>, Медная руда
<ImmersiveEngineering:railgun>, Railgun
<ImmersiveEngineering:revolver>, Револьвер
<ImmersiveEngineering:seed>, Семена промышленной конопли
<ImmersiveEngineering:shader>, Shader
<ImmersiveEngineering:shaderBag>, Common Shader Grabbag
<ImmersiveEngineering:skyhook>, Небесный крюк инженера
<ImmersiveEngineering:stoneDecoration>, Костробетон
<ImmersiveEngineering:stoneDevice>, Костробетон
<ImmersiveEngineering:stoneSlab>, Hempcrete Slab
<ImmersiveEngineering:storage>, Медный блок
<ImmersiveEngineering:storageSlab>, Медная плита
<ImmersiveEngineering:tool>, Молот инженера
<ImmersiveEngineering:toolbox>, Engineer's Toolbox
<ImmersiveEngineering:toolupgrade>, Внутренний резервуар окислителя
<ImmersiveEngineering:treatedWood>, Treated Wood Planks
<ImmersiveEngineering:woodenDecoration>, Доски из обработанной древесины
<ImmersiveEngineering:woodenDevice>, Деревянный столб
<ImmersiveEngineering:woodenStairs>, Ступеньки из обработанной древесины
<ImmersiveEngineering:woodenStairs1>, Treated Wood Stairs
<ImmersiveEngineering:woodenStairs2>, Treated Wood Stairs
<IronChest:BlockIronChest>, Железный сундук
<IronChest:copperIronUpgrade>, Улучшение из медного в железный сундук
<IronChest:copperSilverUpgrade>, Улучшение из медного в серебряный сундук
<IronChest:diamondCrystalUpgrade>, Улучшение из алмазного в кристальный сундук
<IronChest:diamondObsidianUpgrade>, Улучшение из алмазного в обсидиановый сундук
<IronChest:goldDiamondUpgrade>, Улучшение из золотого в алмазный сундук
<IronChest:ironGoldUpgrade>, Улучшение из железного в золотой сундук
<IronChest:silverGoldUpgrade>, Улучшение из серебряного в золотой сундук
<IronChest:woodCopperUpgrade>, Улучшение из деревянного в медный сундук
<IronChest:woodIronUpgrade>, Улучшение из деревянного в железный сундук
<LotsOfFood:alguebloc>, Водорослевый блок
<LotsOfFood:algues>, Водоросли
<LotsOfFood:assiette>, Тарелка
<LotsOfFood:assiettebloc>, Тарелка
<LotsOfFood:baconcru>, Сырой бекон
<LotsOfFood:baconcuit>, Приготовленный бекон
<LotsOfFood:bananasplit>, Банановый сплит
<LotsOfFood:banane>, Банан
<LotsOfFood:barcru>, Морской окунь
<LotsOfFood:barcuit>, Приготовленный морской окунь
<LotsOfFood:biscuitchien>, Собачье печенье
<LotsOfFood:blackforest>, Шварцвальд
<LotsOfFood:blackforestblock>, Шварцвальд
<LotsOfFood:bolchoco>, Миска с шоколадом
<LotsOfFood:bricksucre>, Сахарные кирпичи
<LotsOfFood:brochette>, Мясной шашлык
<LotsOfFood:cactusoup>, Кактусовый суп
<LotsOfFood:calamarcru>, Сырой спрут
<LotsOfFood:calamarcuit>, Кальмары
<LotsOfFood:caram>, Карамельный блок
<LotsOfFood:caramel>, Карамель
<LotsOfFood:caramfence>, Карамельный забор
<LotsOfFood:caramstairs>, Карамельные ступеньки
<LotsOfFood:cerise>, Вишня
<LotsOfFood:cheesecake>, Сырный торт
<LotsOfFood:cheesecakeblock>, Сырный торт
<LotsOfFood:chevalcru>, Сырая конина
<LotsOfFood:chevalcuit>, Приготовленная конина
<LotsOfFood:chili>, Чили кон канре
<LotsOfFood:chocobloc>, Шоколадный блок
<LotsOfFood:chocochaud>, Горячий шоколад
<LotsOfFood:chocofence>, Шоколадный забор
<LotsOfFood:chocolat>, Шоколад
<LotsOfFood:chocopim>, Острый шоколад
<LotsOfFood:chocostairs>, Шоколадные ступеньки
<LotsOfFood:chorizo>, Чоризо
<LotsOfFood:cidre>, Сидр
<LotsOfFood:citrouilsoup>, Тыквенный суп
<LotsOfFood:cocobloc>, Кокосовый орех
<LotsOfFood:colincru>, Хек
<LotsOfFood:colincuit>, Приготовленный хек
<LotsOfFood:crepe>, Блин
<LotsOfFood:crepecaram>, Блин в карамели
<LotsOfFood:crepechoco>, Блин в шоколаде
<LotsOfFood:crepefrom>, Блин в сыре
<LotsOfFood:crepesucre>, Сахарный блин
<LotsOfFood:cropmaisbottom>, tile.cropmaisbottom.name
<LotsOfFood:cropmaistop>, tile.cropmaistop.name
<LotsOfFood:croppiment>, Перец
<LotsOfFood:croptomate>, Помидор
<LotsOfFood:cropvanille>, Ваниль
<LotsOfFood:cropvigne>, Виноградная лоза
<LotsOfFood:cupcake>, Кекс
<LotsOfFood:cupcakechoco>, Шоколадный кекс
<LotsOfFood:cupcakefraise>, Клубничный кекс
<LotsOfFood:donutchoco>, Шоколадный пончик
<LotsOfFood:donutfraise>, Клубничный пончик
<LotsOfFood:donutglace>, Глазированный пончик
<LotsOfFood:donutraisin>, Виноградный пончик
<LotsOfFood:fishandchips>, Рыба и чипсы
<LotsOfFood:fishsoup>, Рыбный суп
<LotsOfFood:fortunecookie>, Печенье удачи
<LotsOfFood:fraise>, Клубника
<LotsOfFood:fraisier>, Клубника
<LotsOfFood:fromage>, Сыр
<LotsOfFood:gateaucarotte>, Морковный торт
<LotsOfFood:gateaucarotteblock>, Морковный торт
<LotsOfFood:gateauchoco>, Шоколадный торт
<LotsOfFood:gateauchocoblock>, Шоколадный торт
<LotsOfFood:gateaufaim>, Торт голода
<LotsOfFood:gateaufraise>, Клубничный торт
<LotsOfFood:gateaufraiseblock>, Клубничный торт
<LotsOfFood:glacebanane>, Банановое мороженое
<LotsOfFood:glacecaramel>, Карамельное мороженое
<LotsOfFood:glacecerise>, Вишнёвое мороженое
<LotsOfFood:glacechoco>, Шоколадное мороженое
<LotsOfFood:glacecoco>, Кокосовое мороженое
<LotsOfFood:glacefraise>, Клубничное мороженое
<LotsOfFood:glacemelon>, Арбузное мороженое
<LotsOfFood:glacepomme>, Яблочное мороженое
<LotsOfFood:glaceraisin>, Виноградное мороженое
<LotsOfFood:glacevanille>, Ванильное мороженое
<LotsOfFood:jusbanane>, Банановый сок
<LotsOfFood:juscactus>, Кактусовый сок
<LotsOfFood:juscarotte>, Морковный сок
<LotsOfFood:juscoco>, Кокосовое молоко
<LotsOfFood:jusmelon>, Арбузный сок
<LotsOfFood:juspomme>, Яблочный сок
<LotsOfFood:jusraisin>, Виноградный сок
<LotsOfFood:justomate>, Томатный сок
<LotsOfFood:machineglaces>, Механизм для мороженого и напитков
<LotsOfFood:mais>, Кукуруза
<LotsOfFood:marshmallow>, Маршмэллоу
<LotsOfFood:marshmallowstick>, Маршмэллоу на палочке
<LotsOfFood:marshmallowstickcooked>, Поджаренный маршмэллоу на палочке
<LotsOfFood:milkshakecaramel>, Карамельный молочный коктейль
<LotsOfFood:milkshakechoco>, Молочный коктейль
<LotsOfFood:milkshakefraise>, Клубничный молочный коктейль
<LotsOfFood:milkshakevanille>, Ванильный молочный коктейль
<LotsOfFood:moutoncru>, Сырая баранина
<LotsOfFood:moutoncuit>, Приготовленная баранина
<LotsOfFood:noixdecoco>, Кокосовый орех
<LotsOfFood:noixdecocoouverte>, Кокосовый орех
<LotsOfFood:oeufdur>, Яйцо вкрутую
<LotsOfFood:painchoco>, Шоколадный хлеб
<LotsOfFood:papillote>, Конфета
<LotsOfFood:patecarbonara>, Карбонара
<LotsOfFood:patechampi>, Макароны с грибами
<LotsOfFood:patepiment>, Перчённые макароны
<LotsOfFood:patepoulet>, Макароны с курятиной
<LotsOfFood:pates>, Макароны
<LotsOfFood:patetomate>, Макароны с томатным соусом
<LotsOfFood:pho>, Фо
<LotsOfFood:piment>, Красный перец
<LotsOfFood:pizza>, Пицца
<LotsOfFood:poissonorcru>, Золотая рыба
<LotsOfFood:poissonorcuit>, Приготовленная золотая рыба
<LotsOfFood:pommedamour>, Яблоко в карамели
<LotsOfFood:popcorn>, Попкорн
<LotsOfFood:porcaramel>, Свинина в карамели
<LotsOfFood:poussecocotier>, Саженец кокосовой пальмы
<LotsOfFood:puree>, Пюре
<LotsOfFood:ragoutalgues>, Водорослевый суп
<LotsOfFood:raisin>, Виноград
<LotsOfFood:rhum>, Ром
<LotsOfFood:saladefruits>, Фруктовый салат
<LotsOfFood:sandbacon>, Сэндвич с беконом
<LotsOfFood:sandfrom>, Сэндвич с сыром
<LotsOfFood:sandjamb>, Сэндвич с мясом
<LotsOfFood:sandpoiss>, Сэндвич с рыбой
<LotsOfFood:sandpoul>, Сэндвич с курятиной
<LotsOfFood:seaufromage>, Ведро сыра
<LotsOfFood:seedpiment>, Семена перца
<LotsOfFood:seedtomate>, Семена томата
<LotsOfFood:solecrue>, Камбала
<LotsOfFood:solecuite>, Приготовленная камбала
<LotsOfFood:soupelegumes>, Овощной суп
<LotsOfFood:soupepoulet>, Куриный суп
<LotsOfFood:steakfrites>, Стейк и картофель фри
<LotsOfFood:steaktartare>, Стейк тартар
<LotsOfFood:sugarfence>, Сахарный забор
<LotsOfFood:sugarstairs>, Сахарные ступеньки
<LotsOfFood:sushi>, Суши
<LotsOfFood:takoyaki>, Такояки
<LotsOfFood:tartetatin>, Тарт Татен
<LotsOfFood:tartetatinblock>, Тарт Татен
<LotsOfFood:the>, Чай
<LotsOfFood:tomate>, Помидор
<LotsOfFood:tranche>, Ломтик хлеба
<LotsOfFood:truitecrue>, Форель
<LotsOfFood:truitecuite>, Приготовленная форель
<LotsOfFood:vanille>, Ваниль
<LotsOfFood:verre>, Стакан
<LotsOfFood:vin>, Вино
<LotsOfFood:vodka>, Водка
<LotsOfFood:zombiepure>, Чищенное мясо
<MagicBees:backpack.thaumaturgeT1>, Рюкзак тауматурга
<MagicBees:backpack.thaumaturgeT2>, Рюкзак тауматурга
<MagicBees:beeNugget>, Железный самородок
<MagicBees:capsule.magic>, Магическая капсула (пустая)
<MagicBees:capsule.void>, Пустотная капсула (пустая)
<MagicBees:comb>, Мирские соты
<MagicBees:drop>, Зачарованная капля
<MagicBees:effectJar>, Банка для сбора пчёл
<MagicBees:frameGentle>, Лёгкая рамка
<MagicBees:frameMagic>, Магическая рамка
<MagicBees:frameMetabolic>, Метаболическая рамка
<MagicBees:frameNecrotic>, Некротическая рамка
<MagicBees:frameOblivion>, Забвенная рамка
<MagicBees:frameResilient>, Эластичная рамка
<MagicBees:frameTemporal>, Временная рамка
<MagicBees:hive>, Странный улей
<MagicBees:item.manasteelGrafter>, Manasteel Grafter
<MagicBees:item.manasteelScoop>, Manasteel Scoop
<MagicBees:item.thaumiumGrafter>, Таумический садовый нож
<MagicBees:item.thaumiumScoop>, Таумический сачок
